customer_id,age,tenure_months,monthly_spend,support_tickets,satisfaction_score,channel,issue_type,resolved,churn_risk,priority
C0474,42,25,135.27,2,2,app,product,0,0.051,critical
C0475,50,40,42.75,1,5,web,account,1,0.127,medium
C0476,58,4,146.15,5,5,web,technical,1,0.446,high
C0477,62,67,88.83,2,4,web,billing,1,0.593,medium
C0478,18,25,49.33,3,5,web,technical,1,0.454,high
C0479,52,5,66.3,1,5,app,technical,1,0.647,medium
C0480,23,57,61.94,2,4,call,billing,1,0.756,medium
C0481,32,47,45.39,1,3,call,account,0,0.95,critical
C0482,61,45,93.32,0,5,store,account,1,0.35,medium
C0483,31,4,47.02,3,1,store,billing,1,0.163,critical
C0484,59,54,20.0,3,3,call,product,1,0.264,high
C0485,42,46,76.71,0,5,app,product,1,0.148,medium
C0486,30,57,26.9,1,5,store,billing,1,0.394,medium
C0487,35,59,63.67,3,2,call,product,1,0.873,critical
C0488,45,16,58.18,1,1,web,billing,1,0.347,critical
C0489,57,15,59.51,3,2,app,billing,1,0.149,critical
C0490,49,66,160.03,2,5,web,account,0,0.523,medium
C0491,66,38,91.97,1,3,web,product,1,0.992,critical
C0492,63,32,98.59,2,1,app,billing,0,0.188,critical
C0493,57,21,27.83,2,1,web,technical,1,0.778,critical
C0494,49,46,67.11,3,2,web,account,0,0.823,critical
C0495,33,54,97.54,1,2,web,technical,1,0.401,critical
C0496,39,1,54.14,7,1,store,account,1,0.62,critical
C0497,24,40,121.78,3,3,app,account,0,0.432,high
C0498,37,71,47.91,2,3,app,technical,1,0.262,medium
C0499,66,20,79.98,2,1,store,product,1,0.426,critical
C0500,40,20,69.49,2,2,app,product,0,0.095,critical
C0501,23,63,95.75,6,4,call,product,1,0.707,high
C0502,51,5,67.58,0,5,app,technical,1,0.829,critical
C0503,68,29,80.52,4,5,web,billing,1,0.307,high
C0504,63,33,81.74,1,3,store,billing,1,0.566,medium
C0505,32,57,64.3,1,1,web,product,0,0.232,critical
C0506,41,10,106.98,2,5,web,product,1,0.127,medium
C0507,45,31,98.34,3,5,call,product,1,0.664,high
C0508,30,11,86.9,3,2,web,product,1,0.134,critical
C0509,31,56,74.93,1,3,store,billing,0,0.782,medium
C0510,30,45,117.88,2,1,call,billing,1,0.272,critical
C0511,69,36,81.75,1,5,web,product,1,0.819,critical
C0512,56,28,79.27,2,4,store,technical,0,0.369,medium
C0513,61,11,93.66,1,1,call,product,1,0.369,critical
C0514,60,66,149.38,0,4,app,billing,0,0.751,medium
C0515,67,46,43.09,1,3,web,technical,1,0.51,medium
C0516,23,23,116.94,3,3,app,account,1,0.201,high
C0517,63,30,23.74,3,2,app,billing,1,0.85,critical
C0518,21,52,97.6,1,5,call,billing,0,0.34,medium
C0519,42,52,145.13,3,3,web,product,0,0.103,high
C0520,48,33,107.1,1,5,call,product,1,0.416,medium
C0521,36,22,95.97,3,1,app,account,1,0.574,critical
C0522,25,47,70.38,3,3,web,account,1,0.61,high
C0523,27,47,91.09,2,2,app,product,1,0.836,critical
C0524,60,43,81.18,1,5,app,billing,1,0.541,medium
C0525,34,6,62.49,2,3,store,technical,1,0.224,medium
C0526,34,34,79.85,1,4,call,account,1,0.262,medium
C0527,66,44,96.94,0,1,store,technical,1,0.101,critical
C0528,25,68,63.15,2,4,call,account,0,0.736,medium
C0529,65,38,61.78,4,1,app,product,1,0.106,critical
C0530,65,25,42.39,4,2,web,billing,1,0.606,critical
C0531,49,40,103.68,4,2,web,technical,1,0.597,critical
C0532,26,13,109.09,4,1,web,product,1,0.786,critical
C0533,26,7,98.11,2,3,app,billing,1,0.075,medium
C0534,32,49,123.78,1,2,web,technical,1,0.203,critical
C0535,48,71,93.08,1,3,app,product,1,0.91,critical
C0536,25,61,103.72,2,4,store,billing,1,0.572,medium
C0537,41,42,100.63,3,1,web,technical,0,0.458,critical
C0538,24,3,86.8,2,4,app,product,1,0.748,medium
C0539,46,71,71.42,1,2,store,product,1,0.903,critical
C0540,19,32,167.5,2,2,web,technical,1,0.263,critical
C0541,54,21,74.18,0,3,web,account,1,0.901,critical
C0542,20,64,66.69,2,4,web,account,1,0.109,medium
C0543,28,53,105.19,2,4,web,technical,0,0.978,critical
C0544,27,54,98.81,2,1,web,billing,0,0.165,critical
C0545,61,20,40.83,3,3,call,product,1,0.266,high
C0546,20,71,129.29,1,2,web,billing,1,0.097,critical
C0547,40,33,86.7,1,2,web,account,1,0.804,critical
C0548,48,38,51.12,2,5,web,product,1,0.984,critical
C0549,44,54,131.61,0,1,store,technical,1,0.297,critical
C0550,53,47,111.9,3,3,app,product,1,0.326,high
C0551,59,13,45.74,1,3,web,technical,1,0.279,medium
C0552,38,22,152.2,3,2,web,account,1,0.155,critical
C0553,61,26,113.06,2,4,store,billing,1,0.787,medium
C0554,34,68,89.64,4,3,app,account,1,0.061,high
C0555,69,51,145.66,2,4,call,billing,1,0.968,critical
C0556,44,27,95.58,2,2,app,product,0,0.927,critical
C0557,56,53,89.02,2,5,app,account,1,0.118,medium
C0558,63,53,66.89,1,4,call,technical,1,0.53,medium
C0559,59,28,110.36,0,2,app,billing,0,0.993,critical
C0560,62,29,106.68,1,5,web,account,1,0.853,critical
C0561,45,64,90.51,2,5,app,account,1,0.715,medium
C0562,20,40,62.35,6,3,app,technical,1,0.022,high
C0563,43,11,94.55,1,1,app,technical,1,0.068,critical
C0564,27,52,87.56,1,3,store,account,1,0.794,medium
C0565,64,42,43.33,2,4,call,billing,1,0.376,medium
C0566,30,37,38.49,1,2,web,product,1,0.668,critical
C0567,29,52,109.78,4,1,call,technical,1,0.739,critical
C0568,30,65,20.0,0,3,web,billing,1,0.422,medium
C0569,51,24,97.19,4,5,store,account,0,0.143,high
C0570,47,30,73.27,3,2,call,technical,1,0.387,critical
C0571,67,14,135.79,3,3,web,account,1,0.871,critical
C0572,39,46,72.73,2,1,web,product,1,0.331,critical
C0573,32,29,113.08,2,4,web,technical,1,0.063,medium
C0574,20,25,76.11,3,5,call,technical,1,0.959,critical
C0575,18,50,93.98,1,4,call,technical,1,0.681,medium
C0576,37,29,115.79,4,3,call,account,1,0.541,high
C0577,66,33,73.81,3,1,web,product,0,0.829,critical
C0578,45,32,124.88,0,3,app,product,1,0.411,medium
C0579,64,19,55.22,1,5,call,technical,0,0.985,critical
C0580,23,9,100.31,2,1,web,billing,1,0.858,critical
C0581,22,59,122.29,2,2,web,billing,1,0.281,critical
C0582,61,7,113.1,1,5,store,product,0,0.371,medium
C0583,23,24,157.08,1,3,web,technical,0,0.276,medium
C0584,20,48,63.28,3,1,web,technical,1,0.659,critical
C0585,39,10,41.73,0,1,web,technical,1,0.639,critical
C0586,66,47,55.2,3,3,web,technical,0,0.523,high
C0587,53,53,113.12,3,3,web,product,1,0.966,critical
C0588,23,48,107.43,2,5,web,product,1,0.472,medium
C0589,61,22,93.58,1,5,app,account,1,0.784,medium
C0590,61,2,50.7,3,3,store,billing,1,0.658,high
C0591,59,64,116.84,4,3,store,product,1,0.518,high
C0592,64,24,47.14,2,5,call,billing,1,0.042,medium
C0593,30,58,130.56,1,4,store,account,1,0.657,medium
C0594,68,15,190.01,4,2,web,product,1,0.643,critical
C0595,34,12,102.83,3,4,web,technical,1,0.125,high
C0596,59,56,110.41,2,4,web,account,1,0.796,medium
C0597,48,67,72.75,2,2,store,technical,1,0.467,critical
C0598,58,62,26.64,4,5,store,billing,1,0.324,high
C0599,50,54,68.9,3,2,web,technical,1,0.824,critical
C0600,51,18,51.75,1,3,store,billing,0,0.343,medium
C0601,50,65,39.35,2,3,app,account,1,0.622,medium
C0602,58,48,150.28,3,4,web,product,1,0.618,high
C0603,56,13,99.55,5,5,store,product,1,0.053,high
C0604,24,10,103.29,1,2,store,account,1,0.423,critical
C0605,60,62,79.18,3,2,call,product,1,0.223,critical
C0606,45,20,83.95,2,4,call,technical,1,0.2,medium
C0607,34,55,123.76,3,5,call,billing,1,0.655,high
C0608,44,10,88.87,1,5,web,technical,1,0.011,medium
C0609,68,20,108.57,3,4,store,account,1,0.969,critical
C0610,62,21,83.14,1,4,app,account,1,0.395,medium
C0611,61,20,78.02,6,4,web,product,1,0.299,high
C0612,42,48,40.76,3,5,app,billing,1,0.92,critical
C0613,58,65,20.78,2,1,web,billing,1,0.487,critical
C0614,38,65,80.85,2,3,store,account,1,0.614,medium
C0615,53,53,91.98,2,1,store,billing,1,0.696,critical
C0616,51,15,44.99,2,3,store,product,1,0.871,critical
C0617,30,69,88.79,0,2,app,technical,1,0.13,critical
C0618,31,39,91.88,2,2,web,technical,1,0.082,critical
C0619,21,39,20.0,2,5,store,product,1,0.994,critical
C0620,25,50,57.97,3,4,call,account,1,0.009,high
C0621,40,55,104.25,1,3,app,product,1,0.708,medium
C0622,42,68,103.55,4,5,call,technical,1,0.611,high
C0623,26,42,49.62,1,1,app,technical,1,0.553,critical
C0624,39,44,95.55,2,4,app,account,1,0.786,medium
C0625,49,53,125.78,1,1,web,product,0,0.992,critical
C0626,30,19,117.2,0,2,app,technical,0,0.047,critical
C0627,35,22,86.66,4,1,app,product,0,0.615,critical
C0628,37,45,73.62,1,3,web,billing,1,0.717,medium
C0629,44,5,67.97,2,4,call,billing,1,0.306,medium
C0630,37,23,106.37,2,4,web,account,1,0.893,critical
C0631,56,51,96.83,0,3,call,product,0,0.457,medium
C0632,35,70,112.03,4,5,web,billing,1,0.164,high
C0633,40,37,94.62,2,2,call,billing,1,0.854,critical
C0634,37,29,118.66,2,1,store,account,1,0.943,critical
C0635,27,32,93.31,3,1,store,product,0,0.1,critical
C0636,53,49,117.46,6,1,web,product,0,0.752,critical
C0637,30,39,120.48,2,3,call,billing,1,0.215,medium
C0638,33,2,61.84,0,3,store,account,1,0.007,medium
C0639,59,39,26.71,1,5,call,account,1,0.261,medium
C0640,67,29,144.02,2,1,web,technical,0,0.855,critical
C0641,52,50,98.98,4,2,web,technical,1,0.141,critical
C0642,65,63,29.99,1,5,store,product,1,0.131,medium
C0643,62,69,65.02,1,1,app,account,1,0.739,critical
C0644,43,44,117.02,3,3,web,product,0,0.406,high
C0645,58,26,80.21,2,1,call,account,1,0.148,critical
C0646,35,32,72.08,1,3,web,product,1,0.23,medium
C0647,41,13,139.03,3,5,call,technical,1,0.795,high
C0648,45,67,53.34,1,2,web,technical,1,0.623,critical
C0649,67,61,62.06,1,2,store,account,1,0.761,critical
C0650,62,61,97.4,1,3,web,billing,1,0.098,medium
C0651,43,24,103.67,3,4,web,billing,1,0.458,high
C0652,51,23,107.37,2,5,web,product,1,0.797,medium
C0653,28,61,121.89,2,1,web,technical,0,0.266,critical
C0654,59,39,96.95,2,3,store,account,0,0.169,medium
C0655,46,51,107.13,1,4,app,billing,1,0.382,medium
C0656,45,35,80.93,2,1,store,technical,1,0.333,critical
C0657,57,32,92.19,1,5,app,billing,1,0.185,medium
C0658,50,45,93.76,5,2,store,product,0,0.954,critical
C0659,21,58,97.53,2,3,web,product,1,0.483,medium
C0660,32,24,117.04,4,5,web,technical,1,0.608,high
C0661,27,58,109.43,4,4,store,technical,0,0.121,high
C0662,56,18,91.55,3,5,web,billing,1,0.61,high
C0663,19,29,61.68,3,4,app,product,1,0.555,high
C0664,28,65,92.37,3,2,call,account,1,0.932,critical
C0665,49,68,89.02,3,4,store,product,1,0.412,high
C0666,54,66,96.76,2,4,store,billing,1,0.782,medium
C0667,44,23,167.23,3,2,web,product,1,0.304,critical
C0668,62,60,71.67,1,1,call,billing,1,0.579,critical
C0669,65,67,104.78,3,4,web,billing,0,0.927,critical
C0670,24,70,127.4,1,3,web,billing,1,0.625,medium
C0671,67,2,93.43,2,4,web,billing,1,0.711,medium
C0672,49,53,171.82,0,1,web,billing,1,0.876,critical
C0673,51,71,76.77,3,3,call,product,0,0.925,critical
C0674,22,55,101.34,2,5,web,billing,1,0.208,medium
C0675,50,17,62.04,4,5,web,product,1,0.196,high
C0676,55,55,77.7,1,5,app,account,0,0.55,medium
C0677,48,8,98.71,1,2,app,product,1,0.996,critical
C0678,22,35,119.62,0,1,store,technical,1,0.49,critical
C0679,45,45,101.17,0,3,store,product,0,0.331,medium
C0680,66,33,134.07,2,3,call,billing,1,0.537,medium
C0681,55,50,86.68,3,2,web,technical,1,0.064,critical
C0682,25,18,78.37,3,1,store,technical,1,0.177,critical
C0683,67,44,184.64,1,1,web,account,0,0.149,critical
C0684,67,46,103.8,4,2,store,account,0,0.028,critical
C0685,26,45,64.82,1,4,app,account,1,0.722,medium
C0686,59,21,65.7,1,1,call,product,1,0.325,critical
C0687,39,22,57.01,3,1,app,technical,1,0.169,critical
C0688,48,19,122.78,0,2,call,account,1,0.512,critical
C0689,41,33,77.25,1,5,call,account,1,0.323,medium
C0690,58,42,94.46,1,5,call,technical,1,0.393,medium
C0691,69,26,87.78,5,3,call,account,1,0.316,high
C0692,59,30,115.6,4,1,store,account,1,0.004,critical
C0693,66,21,60.36,2,1,web,technical,1,0.688,critical
C0694,67,16,52.35,1,5,store,billing,1,0.111,medium
C0695,22,47,97.85,1,3,web,billing,1,0.219,medium
C0696,31,58,111.03,0,1,store,product,1,0.19,critical
C0697,55,21,101.64,0,5,web,billing,1,0.331,medium
C0698,48,62,61.67,1,3,store,technical,1,0.16,medium
C0699,20,41,113.71,0,2,web,product,1,0.347,critical
C0700,22,12,63.96,1,3,web,account,1,0.243,medium
C0701,45,26,71.75,4,2,store,account,1,0.061,critical
C0702,50,1,56.96,0,5,web,product,0,0.871,critical
C0703,26,3,135.54,1,4,app,technical,1,0.306,medium
C0704,26,24,112.17,0,1,store,billing,1,0.095,critical
C0705,24,33,111.17,1,4,web,product,0,0.522,medium
C0706,47,57,133.65,0,1,web,billing,1,0.123,critical
C0707,18,10,188.44,2,3,app,product,1,0.773,medium
C0708,47,60,30.18,0,4,call,account,1,0.062,medium
C0709,42,17,64.16,1,1,store,product,1,0.465,critical
C0710,42,10,68.43,4,4,web,product,1,0.944,critical
C0711,53,50,60.22,2,2,call,product,1,0.159,critical
C0712,45,55,52.28,2,4,app,account,1,0.201,medium
C0713,55,43,79.51,1,3,web,technical,1,0.6,medium
C0714,57,9,47.42,2,1,web,technical,1,0.98,critical
C0715,65,9,101.73,1,4,web,billing,0,0.386,medium
C0716,59,28,91.81,0,2,web,product,1,0.649,critical
C0717,44,32,106.84,2,5,call,billing,1,0.152,medium
C0718,43,71,107.77,4,5,app,technical,1,0.641,high
C0719,30,21,111.11,2,1,app,product,1,0.253,critical
C0720,49,14,76.93,2,4,call,billing,0,0.613,medium
C0721,25,68,164.24,2,2,web,product,1,0.089,critical
C0722,66,11,98.21,5,4,app,billing,1,0.525,high
C0723,61,2,24.81,5,3,web,billing,1,0.237,high
C0724,24,31,54.92,3,2,web,billing,1,0.682,critical
C0725,58,29,29.08,2,4,call,billing,1,0.748,medium
C0726,24,44,90.61,1,2,web,account,1,0.848,critical
C0727,55,63,85.74,2,5,app,account,1,0.992,critical
C0728,22,67,73.61,3,5,app,product,1,0.459,high
C0729,43,21,160.38,3,1,call,product,1,0.671,critical
C0730,52,70,109.21,1,4,call,product,0,0.018,medium
C0731,55,45,115.41,3,5,web,account,1,0.905,critical
C0732,39,5,57.41,0,1,web,technical,1,0.616,critical
C0733,65,67,55.03,3,4,call,billing,0,0.421,high
C0734,58,10,91.29,2,5,store,product,1,0.434,medium
C0735,28,42,96.06,2,2,app,account,1,0.758,critical
C0736,52,57,25.03,1,3,web,billing,0,0.833,critical
C0737,55,18,83.69,3,4,web,technical,0,0.808,critical
C0738,35,20,90.49,2,2,web,technical,1,0.511,critical
C0739,56,34,82.47,1,2,call,technical,1,0.371,critical
C0740,64,63,61.53,3,2,call,product,0,0.946,critical
C0741,60,16,71.12,3,2,app,technical,1,0.634,critical
C0742,57,48,83.81,4,4,web,account,1,0.544,high
C0743,50,33,93.18,1,2,store,product,1,0.598,critical
C0744,32,8,111.17,0,2,web,billing,1,0.63,critical
C0745,59,51,127.83,3,5,web,account,0,0.713,high
C0746,36,60,79.7,3,3,web,product,0,0.553,high
C0747,45,41,74.03,7,5,store,technical,1,0.875,critical
C0748,34,13,105.32,3,4,store,technical,1,0.86,critical
C0749,34,12,111.38,3,5,web,account,1,0.442,high
C0750,26,31,74.8,3,1,call,technical,1,0.169,critical
C0751,67,36,117.66,2,5,app,billing,1,0.577,medium
C0752,25,40,124.29,3,5,web,technical,1,0.621,high
C0753,22,18,135.21,3,1,web,billing,1,0.523,critical
C0754,66,36,152.24,2,2,call,product,1,0.891,critical
C0755,46,21,59.68,2,3,call,billing,1,0.093,medium
C0756,40,49,90.49,1,3,app,product,1,0.287,medium
C0757,56,57,90.39,4,4,web,technical,0,0.866,critical
C0758,37,47,86.57,2,4,store,account,1,0.939,critical
C0759,24,1,67.28,2,2,app,technical,1,0.426,critical
C0760,55,71,38.01,2,4,web,account,1,0.193,medium
C0761,27,2,93.24,1,5,store,account,1,0.42,medium
C0762,46,71,63.11,2,3,app,billing,1,0.456,medium
C0763,67,3,93.01,2,5,web,product,1,0.52,medium
C0764,66,37,62.21,2,4,call,billing,1,0.274,medium
C0765,36,8,51.51,2,5,app,account,1,0.313,medium
C0766,58,7,98.2,2,5,web,product,1,0.656,medium
C0767,49,49,95.28,3,1,call,billing,1,0.622,critical
C0768,42,52,110.27,6,5,store,billing,1,0.662,high
C0769,25,9,166.51,3,1,app,technical,1,0.377,critical
C0770,37,70,99.71,0,5,app,account,1,0.336,medium
C0771,51,23,106.98,3,5,app,product,1,0.352,high
C0772,69,23,52.29,1,2,web,billing,0,0.951,critical
C0773,18,22,44.96,5,1,call,technical,1,0.395,critical
C0774,55,33,145.4,2,3,app,technical,1,0.606,medium
C0775,62,13,57.68,2,2,call,product,1,0.523,critical
C0776,67,31,53.46,2,3,call,billing,1,0.876,critical
C0777,40,15,88.63,2,1,web,technical,1,0.369,critical
C0778,24,4,86.84,1,1,app,account,0,0.434,critical
C0779,32,27,58.41,0,3,web,technical,1,0.843,critical
C0780,62,48,79.33,1,4,web,product,1,0.161,medium
C0781,63,55,133.03,2,2,app,technical,1,0.594,critical
C0782,51,26,61.79,1,2,app,technical,1,0.4,critical
C0783,24,23,41.22,1,1,app,product,0,0.986,critical
C0784,24,56,122.99,3,2,store,billing,0,0.721,critical
C0785,42,49,107.23,1,2,web,billing,1,0.011,critical
C0786,48,60,68.28,2,2,store,account,1,0.839,critical
C0787,19,65,34.62,0,2,web,account,1,0.703,critical
C0788,53,59,63.94,3,2,app,product,1,0.561,critical
C0789,46,67,88.09,2,4,store,billing,1,0.236,medium
C0790,18,30,130.8,3,2,store,billing,0,0.149,critical
C0791,22,29,53.72,2,4,web,billing,1,0.628,medium
C0792,41,23,87.04,2,4,store,account,1,0.44,medium
C0793,55,17,113.63,1,4,app,account,1,0.862,critical
C0794,60,54,20.0,1,3,call,technical,1,0.262,medium
C0795,40,51,126.18,3,5,web,account,1,0.638,high
C0796,33,57,48.61,3,2,web,billing,1,0.249,critical
C0797,68,12,101.62,2,5,web,product,1,0.636,medium
C0798,41,35,98.63,0,2,web,billing,0,0.048,critical
C0799,34,16,127.96,2,1,app,technical,1,0.392,critical
C0800,41,64,109.28,1,5,call,account,1,0.173,medium
C0801,18,19,20.0,1,5,web,account,1,0.606,medium
C0802,33,11,62.53,2,1,call,billing,1,0.317,critical
C0803,44,41,94.84,2,3,web,billing,1,0.772,medium
C0804,65,63,83.18,5,3,web,product,0,0.115,high
C0805,56,66,106.72,4,2,store,billing,1,0.556,critical
C0806,58,7,117.63,0,3,web,product,1,0.594,medium
C0807,46,24,111.3,4,4,store,product,1,0.022,high
C0808,23,11,82.5,4,3,app,billing,1,0.036,high
C0809,38,22,25.38,1,3,app,billing,0,0.308,medium
C0810,69,38,74.06,1,5,web,billing,1,0.609,medium
C0811,20,20,104.57,3,2,call,account,1,0.963,critical
C0812,63,5,51.83,1,4,web,technical,0,0.091,medium
C0813,53,37,112.09,2,2,store,product,1,0.703,critical
C0814,32,4,121.79,2,5,web,technical,1,0.693,medium
C0815,58,17,94.44,1,2,store,product,1,0.669,critical
C0816,61,1,20.0,2,5,web,billing,1,0.516,medium
C0817,20,7,45.27,0,4,app,billing,1,0.967,critical
C0818,23,31,156.02,3,2,app,product,0,0.502,critical
C0819,52,61,70.87,6,4,web,product,1,0.838,critical
C0820,69,55,20.55,4,2,call,billing,1,0.263,critical
C0821,19,8,133.23,3,2,web,technical,0,0.806,critical
C0822,52,3,90.47,1,2,call,account,1,0.997,critical
C0823,25,25,128.67,4,4,web,billing,1,0.91,critical
C0824,51,47,99.69,2,2,web,billing,1,0.304,critical
C0825,50,54,106.05,4,3,call,technical,1,0.846,critical
C0826,22,59,102.71,3,3,store,billing,1,0.095,high
C0827,53,25,114.41,3,1,store,product,1,0.678,critical
C0828,64,12,169.71,1,2,store,product,1,0.342,critical
C0829,62,2,123.99,2,2,web,technical,1,0.659,critical
C0830,19,11,34.69,2,2,web,product,1,0.412,critical
C0831,30,5,105.63,1,5,call,technical,1,0.009,medium
C0832,30,62,129.95,3,2,call,product,1,0.231,critical
C0833,41,20,132.09,2,3,web,billing,1,0.042,medium
C0834,25,59,75.07,1,4,web,technical,1,0.427,medium
C0835,62,40,130.77,1,4,call,product,1,0.84,critical
C0836,58,39,122.47,2,4,call,technical,1,0.738,medium
C0837,60,33,180.04,4,3,app,billing,1,0.789,high
C0838,28,59,63.75,2,5,store,technical,1,0.807,critical
C0839,18,4,72.24,0,5,store,product,1,0.372,medium
C0840,65,7,79.29,1,2,store,billing,1,0.506,critical
C0841,33,31,72.84,3,1,web,product,1,0.508,critical
C0842,52,29,58.85,1,2,web,product,1,0.113,critical
C0843,65,39,20.0,2,5,web,product,0,0.598,medium
C0844,19,53,74.79,2,5,app,billing,1,0.72,medium
C0845,18,42,102.93,1,4,web,account,0,0.611,medium
C0846,18,19,72.74,2,4,call,billing,0,0.746,medium
C0847,26,24,157.74,5,2,store,account,1,0.119,critical
C0848,20,54,90.47,3,3,web,product,1,0.761,high
C0849,60,15,135.19,4,1,app,billing,1,0.208,critical
C0850,49,36,99.15,1,3,call,product,0,0.877,critical
C0851,68,39,118.92,1,1,web,technical,1,0.245,critical
C0852,59,54,99.77,0,1,call,technical,0,0.492,critical
C0853,68,51,137.91,3,5,store,technical,1,0.487,high
C0854,30,33,91.96,0,5,web,product,1,0.269,medium
C0855,32,22,107.36,3,4,call,product,1,0.362,high
C0856,62,27,102.82,2,4,call,account,1,0.186,medium
C0857,30,30,79.91,0,2,web,billing,1,0.57,critical
C0858,20,16,104.17,1,3,app,product,0,0.913,critical
C0859,52,45,168.2,0,4,call,product,1,0.317,medium
C0860,59,15,80.54,5,3,call,product,0,0.508,high
C0861,68,47,104.68,5,2,web,technical,0,0.862,critical
C0862,66,54,134.02,3,2,web,technical,1,0.452,critical
C0863,24,69,129.91,0,5,store,product,1,0.831,critical
C0864,58,9,90.41,1,2,call,technical,1,0.446,critical
C0865,61,54,20.0,0,5,store,billing,1,0.44,medium
C0866,54,7,108.08,6,4,call,technical,0,0.157,high
C0867,60,24,20.0,4,5,web,billing,0,0.125,high
C0868,61,13,141.45,5,3,call,billing,0,0.611,high
C0869,41,12,95.93,4,2,app,billing,1,0.827,critical
C0870,20,13,124.99,4,1,call,product,1,0.135,critical
C0871,41,4,58.43,3,3,call,account,1,0.91,critical
C0872,28,59,35.66,1,2,app,technical,0,0.359,critical
C0873,23,5,99.13,2,1,web,billing,1,0.425,critical
C0874,24,29,88.82,0,5,call,account,1,0.894,critical
C0875,54,50,72.8,5,5,app,billing,1,0.896,critical
C0876,44,71,92.96,5,2,store,account,1,0.525,critical
C0877,46,61,186.86,2,4,web,product,1,0.277,medium
C0878,56,10,119.21,3,3,app,billing,1,0.172,high
C0879,46,71,126.73,4,3,web,technical,0,0.272,high
C0880,50,47,119.54,7,4,web,technical,1,0.781,high
C0881,22,13,141.78,1,3,web,product,1,0.325,medium
C0882,62,32,83.35,4,5,store,billing,1,0.695,high
C0883,41,66,20.0,3,1,store,account,1,0.195,critical
C0884,26,28,83.4,4,4,store,product,1,0.479,high
C0885,60,14,118.41,2,5,app,account,1,0.352,medium
C0886,56,63,56.06,4,5,store,account,1,0.504,high
C0887,20,68,83.83,1,1,store,billing,1,0.57,critical
C0888,28,70,65.79,4,1,app,technical,1,0.991,critical
C0889,18,68,142.57,1,4,app,account,1,0.9,critical
C0890,32,62,116.23,2,5,web,technical,1,0.696,medium
C0891,23,33,112.8,3,5,web,billing,1,0.154,high
C0892,54,14,111.76,2,5,call,billing,1,0.919,critical
C0893,45,44,88.7,3,1,app,billing,1,0.893,critical
C0894,68,16,96.91,2,3,store,account,1,0.887,critical
C0895,56,34,48.52,4,4,web,technical,1,0.479,high
C0896,49,47,20.0,0,4,call,product,1,0.171,medium
C0897,44,68,95.25,3,4,call,account,1,0.754,high
C0898,20,21,101.34,1,2,store,billing,1,0.389,critical
C0899,21,18,132.32,4,3,app,product,1,0.345,high
C0900,50,53,145.0,1,3,call,billing,1,0.391,medium
C0901,18,1,144.95,3,5,call,billing,1,0.559,high
C0902,20,41,55.07,2,2,call,billing,1,0.334,critical
C0903,29,53,77.67,2,2,call,technical,1,0.69,critical
C0904,63,40,106.81,1,1,store,technical,1,0.648,critical
C0905,41,28,178.62,1,1,store,technical,1,0.509,critical
C0906,54,59,141.8,1,5,call,billing,0,0.054,medium
C0907,39,27,129.18,2,5,call,billing,1,0.937,critical
C0908,27,51,76.43,3,2,store,product,1,0.412,critical
C0909,37,33,59.09,0,4,web,billing,1,0.449,medium
C0910,22,2,117.61,1,3,call,account,1,0.456,medium
C0911,58,38,51.48,1,5,call,account,1,0.365,medium
C0912,27,4,81.65,4,2,web,product,1,0.675,critical
C0913,37,67,85.98,1,5,web,product,1,0.014,medium
C0914,68,43,145.75,2,2,web,product,0,0.874,critical
C0915,48,27,77.59,1,4,app,product,0,0.102,medium
C0916,41,35,20.0,1,2,app,account,1,1.0,critical
C0917,46,44,107.66,4,4,store,account,0,0.628,high
C0918,58,19,65.53,2,2,store,technical,0,0.066,critical
C0919,31,21,91.49,2,5,call,product,1,0.562,medium
C0920,51,30,86.97,4,4,store,account,1,0.331,high
C0921,63,19,80.42,1,2,app,billing,1,0.953,critical
C0922,47,54,117.66,3,5,web,technical,1,0.755,high
C0923,41,8,36.35,3,4,web,product,1,0.507,high
C0924,25,59,71.9,2,3,store,product,1,0.43,medium
C0925,30,25,113.94,1,1,web,technical,1,0.996,critical
C0926,67,40,68.51,2,5,call,billing,1,0.667,medium
C0927,46,12,33.69,4,4,call,billing,1,0.514,high
C0928,33,28,113.4,1,4,web,product,1,0.398,medium
C0929,39,54,129.31,1,5,store,account,0,0.325,medium
C0930,48,20,88.43,3,4,call,account,0,0.705,high
C0931,45,10,21.37,2,2,app,technical,1,0.588,critical
C0932,54,38,114.71,3,2,store,billing,1,0.848,critical
C0933,31,12,31.9,2,1,web,product,0,0.554,critical
C0934,51,23,100.81,1,1,store,product,1,0.582,critical
C0935,41,32,58.94,2,4,store,technical,0,0.477,medium
C0936,66,41,49.41,3,5,call,technical,1,0.763,high
C0937,26,46,74.53,1,1,store,billing,1,0.415,critical
C0938,25,49,83.58,4,3,web,product,1,0.852,critical
C0939,42,60,67.45,1,1,call,product,1,0.327,critical
C0940,44,5,110.6,4,3,store,technical,1,0.693,high
C0941,53,26,74.39,2,4,web,account,1,0.893,critical
C0942,39,1,124.31,3,5,store,product,0,0.769,high
C0943,65,1,99.84,5,5,app,account,1,0.343,high
C0944,42,16,65.59,4,2,call,technical,1,0.706,critical
C0945,24,43,59.69,1,5,web,technical,1,0.207,medium
C0946,24,64,32.34,0,4,call,account,1,0.058,medium
C0947,68,55,100.18,6,2,web,account,1,0.791,critical
C0948,24,46,77.59,0,2,store,account,1,0.808,critical
